Tweet ID, User ID, Bullying_Traces?, Type, Form, Teasing?, Author_Role, Emotion,Text
105888394340605952,39971611,n,,,,,,
106540754075262977,53221084,n,,,,,,
107099895437070336,350263456,y,self-disclosure,cyberbullying,y,bully,none,
107562403989958656,131632821,n,,,,,,"?@MicPye Studio with it!!! ""Return of Da Bully"" droppin September 20th!!! #Newz?"
101400632950407168,332452084,y,self-disclosure,other,n,victim,none,@Kdot_Slew2k11 You bully me .
107988913263620096,65740178,n,,,,,,"Dear haters, you aint funny you are just a hater/bully so shut the fuck up and go to hell."
109014837882920960,236442002,n,,,,,,@chill_yo808 lmao yoo yu was suppose to be here to help me bully them
104781293971193857,235851935,y,report,other,n,reporter,none,"I be watchin these videos where niggas be bullying ppl, shit makes me mad as fuck, why cant a nigga ever try me like that?"
105864502964256768,27112248,n,,,,,,
106052230477643777,17810027,n,,,,,,Getting bullied by 5 year olds is not fun
106916246821408769,330589749,n,,,,,,
101459953470013440,106853064,n,,,,,,
101506970745438208,58080587,n,,,,,,"Mentira, nemvou dorme, vou fazer bullying com o @dougiehenrique antes bjs Q"
102109940252016640,116424095,n,,,,,,@MindlessBhavior Please Make A Diffrence And Follow @StopTeenBully Please!!! Make  A Diffrence Spread The Word Not Your Fist
102233657426706432,333621317,n,,,,,,
102292186133045248,25166752,n,,,,,,@NabihaMeher The idea of tolerance is long gone.. the new idea is if u want somthing take it.. even if u have to bully ppl  @Mahamali05
104653565393514496,26638858,n,,,,,,"6th grader:""What do U do w/these girls who think they're better than everyone?"" My reply @ Education.com http://t.co/wF6yWUL #bullying"
105726192828686336,167175472,n,,,,,,Frio é bullying contra os solteiros. http://t.co/U1jPbp8
106129763839647744,280687073,n,,,,,,
106844826527481856,160432451,y,self-disclosure,other,n,victim,none,"I guess just getting bashed on and bullied since January has made me an insecure, low self esteemed, low confidenced, drag."
108356703006887936,229339256,n,,,,,,"?@YoungGrill: @BFLYDIEHARD @preciselikex bully,& X.  On a weekend get away http://t.co/ONnNRkc http://t.co/yD9db0f? lmao, we on the rise b"
101821940129476608,22704058,n,,,,,,@RafayAgha I don't like people being bullied. I am the voice for the voiceless.
102060304141262850,143267330,n,,,,,,
108274022990626816,73798189,n,,,,,,"@ivofabiano Ah, foda-se, o que importa é o bullying com o Kelvin"
103178383751520256,291987851,n,,,,,,"@_SickGirl_  Huhauah, eeh , ele fala que eu faço bullying com ele ;O, eu nao faço bullying nao eh verdade ? -qq"
104212425745760257,300835456,n,,,,,,NJ schools prepare to implement bullying law  Download Free EBook
106903380714192896,24529046,n,,,,,,If Jesus was alive now he'd be bullied for being a geek...
103019179044634625,158256476,y,self-disclosure,cyberbullying,n,bully,none,
105023181336752128,30070598,n,,,,,,
106375289172525056,132233001,n,,,,,,"New Ways to Track Your Kids Online: Web programs and apps alert parents to sexting, bullying and other problems.
 http://t.co/N3x6PtP"
108651935283941376,81002129,n,,,,,,"@DeShilianGuey lo digo por muchas cosas que leo, es una pena en verdad. Nuestros hijos crecerán rodeados de bullying por pensar diferente"
101751187803611136,223685486,n,,,,,,"A @JooyCarolinee e a @Cacutecute que deram a palestra sobre o bullying, eu fui lá só pra representa kkkk, e coloca os videos !  ;]]"
102891192768933888,101829640,n,,,,,,
104072989712187392,116859862,n,,,,,,"http://t.co/AchRdgd el mas completo hasta ahora, un clásico del bullying a la clase política desde q despertamos #tvsenado #18Agosto"
105871832183357440,338700940,y,self-disclosure,other,n,victim,none,"@munasmiley LOL i did but turns out it was alll a missunderstanding  guesss;) and yes maaam you did, all that bullying toughend me up;) &lt;333"
108315843171057664,197458366,n,,,,,,"@smoshanthony If you were invisible and you saw the bully at your old high school, what would you do? #lunchtime"
108583184698048512,51311370,n,,,,,,
103603968130818048,291493531,n,,,,,,"Haha! Daisy Masticates! - A schoolyard cow bully, picking on another cow, named Daisy."
103812838430224384,232578497,n,,,,,,RSVP HERE --&gt; (http://t.co/dwtY0Xf ) - BEDROOM BULLY ReTweet Please
103921090740490240,315418325,n,,,,,,"Study finds that teachers experience cyberbullying, too http://t.co/sM1Y9dA I wonder if NJ's new bullying policy cover this"
100702832784711680,60132031,n,,,,,,Pq vc dorme tarde &gt;&gt;&gt;&gt; bullying
101356505256820737,318630425,n,,,,,,Bully beatdown how bout that
102119523473305600,238637091,n,,,,,,
102214079179014146,218332786,n,,,,,,"@SHIINIGAMI_ kkkkkkkkkkkkkkkkkkkkkk', Meeu, vooc tem muita sorte nao nao me puxar,pq se nao vooc sofreria bulling, e seria muito encrenquera"
104304945108484097,339473600,y,self-disclosure,other,n,defender,empathy,
106135470026653699,76220778,n,,,,,,
101629709493870592,20523497,n,,,,,,
105842058316627968,139180190,n,,,,,,"Dnt be a #cyberbully
Or a real #bully in life
Karma is horrible!
- #HappilyMe"
106853936547377152,276641044,n,,,,,,@World_Tepenicos KKKKKK Nossa!! KKKKKKKKKKKKKKK Bullying REBELDE!! KKKKKKKKK
107176904813064192,204444105,n,,,,,,CouponCodes - Bully: Scholarship Edition xbox 360 http://t.co/6uRBJ1x target
101785121711067137,173207727,y,self-disclosure,other,n,defender,empathy,"I agree dt Rebecca blacks songs are kinda bad, bt it's so mean dt she was bullied outta school! NOH8 people! NOH8!"
104556668012072960,16177399,n,,,,,,If School Bully takes 50% of your lunch money you start hiding some in you shoe... US Tax Policy is the Bully...off-shore accts the shoe
106950109803192320,35919441,y,self-disclosure,other,y,bully,none,
101418213518225408,334440465,y,report,other,n,reporter,none,rebecca black pulled from school due to bullying #funfunfunfun
102146498606804992,96900728,y,report,other,n,reporter,none,So Rebecca Black was bullied so much she had to drop out of middle school and become home-schooled instead.......
103502209941110784,242328521,n,,,,,,
109040403667365888,17639069,n,,,,,,
101623500149768193,83029770,n,,,,,,O educador Walewsky inicia a palestra sobre Bullying. http://twitpic.com/64ceqw
105809093117231104,77610716,n,,,,,,
101898081334870016,32760170,n,,,,,,"WOW. This is a joke. ""No submission is unposted"" even if it's complete cyber-bullying? Haha alright."
102033926180192256,19843749,y,report,other,n,reporter,none,i find it funny that rebecca black complains about bullying yet released that stupid song KNOWING people would do nothing make fun of her
104398703120494592,153884928,n,,,,,,"lembro que uma vez perguntei pra Maria pé de bixo (bullying~) que time ela torcia e ela me respondeu: ""Brasil, porque eu sou brasileira"""
100618069289877504,329412967,n,,,,,,Geente vou fazer um trabalho akiie ( Sobre bullying ) Beijos e daki a poko eu volto!!!#OCUPADANÂOENCOMODE
103816273875578880,15531519,n,,,,,,@Naughtyfinger vai começar com #bullying logo cedo é?! vc viu o negocio que te mandei no fb?
104675688874905600,301537736,n,,,,,,Quem mais sofre bullying: ( ) Loiras burras. ( ) Nerds. (X) O número ?24? da chamada. Hahaha.
105793466046488576,99159415,y,accusation,verbal,n,accuser,none,
101342878101549056,40892322,n,,,,,,"always control your emotion when someone is bullying you. and the secret there to control it, is to don't care the people & walk away."
103860022500540418,316752468,n,,,,,,
108071551789842432,186708260,n,,,,,,
100307667884572672,225129424,n,,,,,,Miley fue victima del bullying. #FactsMiley
103122165074898944,1307791,n,,,,,,"A question on homophobic and transphobic bullying, and the PMB bill on transgendered protection, which died on the Order Paper. #hw"
107645584910987264,80758551,y,report,other,n,reporter,none,"What I love about @keselowski is last yr when Carl, Denny, & Kyle tried to bully him he stood his ground & now he is whipping them weekly!!!"
105049380662419456,270429660,n,,,,,,
108241739529207808,249348523,y,self-disclosure,cyberbullying,n,victim,none,@CherisCheris @teb2350 @jillzarinsux that was my cyber bully.
101889813346652160,106683459,n,,,,,,Cyber bullying: Out you go! | Malay Mail Online http://bit.ly/nsYk0v
104760291711131648,126109547,n,,,,,,"@hassanfarias O problema é que hoje em dia as pessoas confundem crítica, ou simplesmente falar a verdade, com bullying, aí fica difícil."
109044470116397056,47536838,n,,,,,,"@Buster_ESPN The Bosox are either trying to bully the Yanks, or they're a little uptight."
108901106482032641,318397849,n,,,,,,"@gabriel_chalita vc é contra Bulling,Preconceito com Cor E Sexo ???"
102108286706384897,115231557,y,self-disclosure,other,y,defender,none,@ThaArsonist leave that little person alone....bully a different midget like @shybutpopular lol
103378988075982848,38152076,y,self-disclosure,other,n,bully,none,@dahyun_kyuhyun it was embarrassing tho cause my bro's friends are over :S T_T i wont bully kyuhyun anymore! wait i will but only for tomo!
107234936209154049,360906538,n,,,,,,
108197544496087040,235795526,n,,,,,,"Hey kids!!
Being bullied on the playground?
Stop the torment right now by learning how to screech like a pterodactyl!!!"
103855178888912896,112235694,n,,,,,,"http://t.co/Q16weAq En mi artículo de hoy, hablo sobre el bullying...grave problema social"
106392823632375808,65708016,n,,,,,,imagina se eu tivesse mesmo com catapora o bullying que ia ser
104075785605885952,152547246,n,,,,,,"Don't run on a bully or ave . You
Gonna get tired"
104641426322755584,33512934,n,,,,,,Bullying vira tema de projeto em escola pública da Capital  http://t.co/f7ptgIg
108033731314450432,70342565,y,self-disclosure,other,n,defender,empathy,"um nickin minaj, when are you going to stop bullying lil kim? it's not nice you know..."
108271197111861248,287027299,n,,,,,,
103971739519811584,271060181,n,,,,,,Bully Beatdown!
105015557732052993,18958013,n,,,,,,@MIHALdot dm me your email haha. bully.
106433251912073218,129881357,n,,,,,,Deputado Toinho do Sopão diz que está sendo vítima de bullying: Deputado Toinho do Sopão (Da Internet)    O depu... http://t.co/hmaXfVw
107935968631332864,231996455,y,self-disclosure,other,n,defender,none,Tearra need to stop being a bully!
102134188102266880,33791279,y,self-disclosure,other,n,defender,empathy,@courtney31596 hahaha she bully's you? poor thing! Shes so cool to me
101447242812096512,99413546,n,,,,,,
102152254894772224,31188613,y,accusation,other,n,accuser,none,@Valishaannyoung You're a bully.
102168953568235520,16248357,n,,,,,,Big Education Ape: End Homophobic Bullying? Michelle Rhee Speaks at Church Conference Despite Anti-Gay Allegations - http://t.co/XHVk7jw
103423028586754048,52040014,y,self-disclosure,other,n,defender,none,
104886400167579648,19581821,n,,,,,,#Koscielny off which #LiverpoolFC have to take advantage of. 2 rookies in this #Arsenal back 4 and Carroll needs to bully them
105314501259300864,354860325,n,,,,,,
105855125976924160,161742682,n,,,,,,cold is bullying against single people
108092109227163650,128578295,y,self-disclosure,other,n,defender,none,Justin: don't fucking bully people!
100364363826872320,72712971,n,,,,,,"Photoset: ? ??he?s sensitive, people bully him, too, and he feels lonely and hasn?t got anybody to talk to,... http://tumblr.com/xol3yllsne"
101654077582221312,69075875,y,self-disclosure,other,n,victim,anger,
103407621742137344,269479483,n,,,,,,"Rebecca Black Drops Out of School Due to Bullying: 

... http://t.co/zTL57N6"
103775036170702848,258604916,n,,,,,,Want to Reduce Bullying? (Things You Should Know) - Secretary Duncan announced a few days ago that government offici... http://t.co/cM0nqrf
103958080173256705,119126067,n,,,,,,
105507041891729408,39403230,n,,,,,,
106008016662441984,122213131,n,,,,,,"To ouvindo blondie. Sofrerei bullying, mas eu gosto"
106020706973794305,310478643,n,,,,,,
106695973463531520,80401802,y,self-disclosure,other,y,victim,none,"@xroxxi cant hardly remember anything lol, u goin out on monday? I have ben bullied into it! Haha Xx"
107135237913444353,46285888,n,,,,,,DC is a big bully: http://t.co/GUyMQX8
107993987289317377,30367853,n,,,,,,"@cindylively @janiceclarissa @viantrisaputri bullying cindy,start,NOW!"
104391272499908608,160292222,y,report,other,n,reporter,none,#beyondscaredstraight is cracking me up... There making bullies and thugs not be bad by bullying them and scaring them? Ha
104400466141655040,176848632,y,self-disclosure,other,y,victim,none,@Wakanabot Are you bullying me? Q_Q
104657323754127360,276810937,n,,,,,,
105468337303207936,330762122,n,,,,,,
105639549031555073,146569971,n,,,,,,"Kids who bully are more likely to get into fights, vandalize property & drop out of school. School violence prev info @ http://t.co/WgKBMw7"
107292382126555136,24275193,n,,,,,,
108631276264759296,55157472,y,self-disclosure,other,n,bully,none,
101908156615102465,98892567,n,,,,,,"@Shiema_ella @Mei1010 @_thunder15 wae :O since i'm the maknae, they treat me like one too ;_; like you know how infinite bully sungjong T_T"
107964139569291264,86164158,n,,,,,,
101722780751499264,327683918,n,,,,,,"Meninos do Tumblr são assim: - ? Meninas do Tumblr são assim: ? ? E eu, sou assim: ? ? Isso é bullying. http://tumblr.com/xdp41aw6iq"
101803906694258689,177312148,y,self-disclosure,other,n,victim,sadness,
102044734482157569,338313343,n,,,,,,
103630534869135360,66158559,n,,,,,,
105294354788265984,41186732,n,,,,,,The bully the GOP has been waiting for  http://t.co/zBPCoQv  #PointyBoots  #4jobs #2futures #youcut #p2 #tcot
106704723016548352,42237849,n,,,,,,Alunos de escola do RN lançam campanha contra bullying http://t.co/oGJmIZO
108861002556260352,50573534,n,,,,,,
101317000059555840,69635075,y,accusation,other,n,accuser,none,@pedrophbs cyber bully
106033913385848833,301563283,n,,,,,,@007luis aonde ?? eu sofro bullying naquele curso
108701897459892225,193493143,n,,,,,,
106523461492547586,234004094,n,,,,,,bully é o kralho
109111374189309952,264716004,y,self-disclosure,cyberbullying,n,victim,none,
101005913229504513,42541637,n,,,,,,@rickhenrique Bullying forte
101987393262993409,281999321,n,,,,,,
102138055284101120,257264182,n,,,,,,"@LucasProsty não toh ameaçando mas é um fato.. tah rolando bullying na sala e eu vou na direção contar, fazendo minha parte, outro fato q +"
103998839580655616,263504094,n,,,,,,#np Anti-Bully Zone by @charleshamilton.....one of my favorite beats/songs CH has ever done. so fucking deep.
108573739444211712,342308356,n,,,,,,Media Availability: Experts on Bullying and Suicide of LGBT Youth Available for Interview |cam nude web|: Washin... http://t.co/JgUzOvU
100156395030183936,273454049,n,,,,,,@MissBhumika it aint that time diked! Go get bullied by your little brother
101393431808581632,47766587,n,,,,,,"#np ""Big Bully"" - Lloyd Bank$"
101580127837765633,153838529,n,,,,,,??Bully?????????
102587440497307648,47533312,n,,,,,,@CaluMadariaga jajaja para de hacer bullying mujer!! xD
108364221561044992,236682484,y,report,other,n,reporter,none,J9 is just trying to bully Atomic because she has the advantage on him #HBS
100254294313402368,221900141,n,,,,,,
102485288869298176,51196093,y,self-disclosure,other,y,bully,none,
102878026345353216,65366184,y,accusation,other,n,accuser,none,@WillRomney Just go bully somebody else. I don't debate people who just don't have a clue about the REAL America.Your not worth my wisdom.
102961435545567233,77587260,y,report,cyberbullying,n,reporter,none,"WARNING -----&gt; @IllPlzYourWeave is a big ass (cyber)bully, do not follow him #ThatIsAll"
104808651943976960,27319574,n,,,,,,Cross the line if you've ever been bullied - last year :/ http://t.co/ZZVlk69
105486685831311361,9727762,n,,,,,,todos os dias eu recebo e-mail/tuítes de gente reclamando da minha posição sobre belo monte... praticamente bullying isso...
108425108091187200,93657570,n,,,,,,First Lady Michelle Obama discusses America?s ?culture of bullying? http://t.co/yAR9459 via @lgbtqnation
101618286151737344,330425323,n,,,,,,
108930245318557698,109779251,y,report,other,n,reporter,none,
103458514130829314,20604286,n,,,,,,Secret's Anti-Bullying Campaign Grows Facebook Likes More Than Ever: http://t.co/o6BFgKz
104585091849793536,338052402,n,,,,,,
104023950136320000,347624704,n,,,,,,
104280768192315392,97349469,n,,,,,,Rihanna reveló que fue víctima de bullying http://t.co/TX94RBS
104638406159646720,176882476,y,denial,other,n,bully,none,@I_josh_friend Im not a bully :\ :(
108303986863509506,312753010,y,report,other,n,reporter,none,@BethPriceBish sammy kinda got bullied today:L ahaha!
103157026892414977,205312652,n,,,,,,"I never had a bully though, smh #Tae"
104675047255445504,249913746,n,,,,,,@intifada When bullying descends to these depths you know that evil exists in Zionist Israel
106169938506555392,251880546,n,,,,,,
106552340173172736,71388705,n,,,,,,
107199605904650241,358396446,y,report,other,n,reporter,none,@kelly_o_b god I hope so!... His a vile person! What a nasty Bully
102446983758884865,251101355,n,,,,,,
102754519225606145,144178697,y,self-disclosure,other,n,victim,none,Girlfriend bullied me the whole day.
106387128514129920,15672036,n,,,,,,"MT @tlanehudson If @m_rhee puts StudentsFirst, she must help stop bullying! 5yrs ago told SteinClub it wasnt important http://t.co/74liIdR"
106519863568240641,189708381,n,,,,,,
107922837972582400,165559221,n,,,,,,
101679132546568193,94912172,n,,,,,,"#moms #dads  KEY word about #School Bullying Awareness, Prevention? INVOLVEMENT&gt; worth it to address the issue. #parenting #bullying #teach"
103697467475894273,351243501,n,,,,,,Labor keen on bullying NT families not helping them ... Mills
106763325672660992,339085284,n,,,,,,
106773040200818688,23613124,n,,,,,,Bullying Affects a Quarter of High Schools Students http://t.co/ljpIOVG #bullying #cyberbullying
106956868936663040,59247592,y,accusation,other,n,accuser,none,Jeff-you got done in by same shit that got ya last time.Hiding in the HOH-Acting like an arrogant bully & generally being clueless. #bb13
108450668410445825,309563555,n,,,,,,i want to be bullied
105769988979294208,186662483,y,denial,other,n,victim,none,
108358119226228736,38385080,y,accusation,other,y,accuser,none,@Official_Reaper sorrrrryyy :( I did offer :P awh I'm sure you're bullying someone! :P x
100247333060616192,157923720,n,,,,,,28 FOOT GREEN BULLY EXTENSIONER LADDER (Jackson) - $150  http://tinyurl.com/3czh74o
108579798808408064,94912172,n,,,,,,"Bold, Stand, Strength, the issue of BULLYING.. #school & other..Truth & some inspiration #moms #kids #teach.. http://t.co/53rErJy. #dads"
102743019345809408,354424814,n,,,,,,meu bulling é foda  #diganãoaobulling...
105743370487468032,133055465,n,,,,,,
105024863177146369,358894754,n,,,,,,"Haha ily ""Smexy Lexi"" (: haha Nickname that Jake & Noah made up for her... &lt;3 & mine is ""Ally The Bully?"" there nice haha -Alyssa..."
105137625387642880,24003907,n,,,,,,We would like everyone that took pictures of Bully Ball to become temporary administrators so you can upload... http://t.co/47wqIvz
106538405181136896,301085326,n,,,,,,"Today, 17 teens will take their own lives due to bullying. - ? Reblog if you care. ? ? [] ? ? Always. ? ? If... http://t.co/xICneN3"
104933045370494977,153694313,n,,,,,,@AqilaaahZ lol!!! Hahaha bully cute girl uh. Hahahahaha
105080924324102145,278727749,y,report,other,n,reporter,none,
108259542537732096,301550072,n,,,,,,
109021381798281217,40288574,y,denial,other,n,bully,none,@mslatoya_G @mrguestlist I'm not a bully. I just say what most people won't because they are losers
101617934790688768,342450496,y,report,other,n,reporter,none,
103612323947753473,51581548,n,,,,,,I'm glad I'm not playing at TE the first game. I'm playing LG. Imma be bullying them boys around
104366089848360960,342840889,n,,,,,,
104584367820636161,228235146,n,,,,,,@justinbieber Stop bullying #HappyWorldHumanitarianDay #makeachange
106210696106213376,187065083,n,,,,,,
103727584336019456,261210859,n,,,,,,fazenu trabalho sobre o bullying ...
104744523606925312,142722221,n,,,,,,http://t.co/xMP08vO spread the word (: Stop bullying...MY STORY...and advice (:
105001040750972928,331908816,y,self-disclosure,other,n,victim,none,"@tommyjaysmith name in, you answer me even that was a portuguese tweet!! THAT'S BULLYING my english sucks I know..."
105373446158041088,54960908,y,report,other,n,reporter,none,@JAELYNNSMOMMEE well I'll be. She a lil bully huh
105477232008495104,216567955,n,,,,,,#NEWMUSIC SoufSide Shawt - Bedroom Bully ft. Jay Phean and Mr.Montgemory - http://t.co/2xnQJ45
106415143033909250,344872042,n,,,,,,O Tavão sofre bulling!
107259924148527104,108636275,n,,,,,,"The Mouthy Housewives are on Blogher. What do you think, would you save your kid from a bully or let them work it out? http://ow.ly/6ea6g"
108685960203599873,221889118,n,,,,,,
108688741975076864,151623410,n,,,,,,@_vivifc mas é asismq tem q ser .. hahahahah se nao nao gera humor nem bullying
108710943210471424,54131659,n,,,,,,@okkydokii ky! Lo ga minta maaf sama gue?? Heh! Lo suka bully gue kan (*???*)
108871687809941504,17154954,n,,,,,,"Some HITECHWatch: ""Policymaking and the bully pulpit"" http://ow.ly/6gInI"
101505375429337089,24794870,y,accusation,other,n,accuser,none,
103072974898343936,15210265,n,,,,,,???? - Wikipedia http://t.co/e2uHX9k ???????????????????????????????? BULLY ?????????????????????????
105970511355461632,226488150,n,,,,,,
106431518674665472,242088685,n,,,,,,US Now Trying to Bully #WikiLeaks for #Assange Info With Patriot Act http://t.co/ageZWsT
106526088066371584,231392245,n,,,,,,"Mi profesor de D, de la Adm, Publica, le dio durisimo a los que sufren de bullying, que son maricas sin pantalones que no se pueden defender"
100968051343769601,54637887,n,,,,,,"@joseilan O bullying não tem que ter tradução em portugues, nem em lingua nenhuma, tem é que deixar de existir!"
104739479331405824,282529382,n,,,,,,
107374928516485120,23501664,y,self-disclosure,other,n,defender,none,@LibbyAJorde so ryan gets bullied because his dads a soldier? Obviously it should be the other way around xxx
108690298162520064,241716645,n,,,,,,
102922429432737793,29865077,y,denial,cyberbullying,n,bully,none,@datyellaboi10 Cyber bully? LOL I'm not no damn bully. . .
105172359736074240,56943199,n,,,,,,@djtop10 Brahma bully season Tenny
106467916047859712,112318884,n,,,,,,
106753439505199106,19432015,n,,,,,,The Bullying Ends Now http://t.co/2UQ7KLx
108266490993709056,230260458,y,denial,other,n,bully,none,Far from a bully but i ain't a punk
108884652823035904,35740310,n,,,,,,Bullying matutino cortesía de sus locutores favoritos @dnl @leos y él vendepiñas @elbaxter en #bdsf escuche sus consejos y pongalo a dieta
101559511650799616,306731924,y,report,other,n,reporter,none,"@BigBro_TEAMDANI Brendon is far more of a bully, imo"
101969032571387904,147148170,n,,,,,,Besok mau bully siapa lagi ya
104333308233662464,314947966,n,,,,,,"Se você tem problemas com bullying, compre um cafeteira."
106438860271136768,17229809,n,,,,,,"Karl to Ricky; ""It did feel like bullying when you hit me on the head with your mobile phone to see what sound it made"" #AnIdiotAbroad2"
100633699992870912,314167354,y,self-disclosure,other,n,victim,none,My boyfriend is bullying me...  @TonyFlo7
102524330189131776,172679155,y,report,other,n,reporter,none,my ma a bully .
108046391527477248,327758643,y,self-disclosure,other,n,bully,none,LIKE IM NOT DA BADDEST BITCH BUT YEAH I WAS KINDA A BULLY N SCHOOL KMSL PUT SHIT I DEN GOT OLDER I ANIT PLAYIN NO GAMES#TEAMDOLLFACE
108155929949765632,119014050,n,,,,,,#cpp ESCOLAS DE CUIABÁ ASSINAM TERMO DE COMPROMISSO CONTRA BULLYING (cpp) http://t.co/NXvngnT
102832143855648768,89134622,n,,,,,,I liked a @YouTube video http://t.co/mma4IfF Fred Gets Bullied
104381142295265280,224751983,n,,,,,,"Read my response to ""Já sofreu bullying na internet?"": http://t.co/hiBwkU0"
106839123670736897,87483616,y,report,other,n,reporter,none,@liammckenna1 he isnt! he likes Jedward and darryn clearly hates them + is bullying towards them!
107717524564615168,216173942,y,accusation,other,n,accuser,none,"""@liveyourdREEMs_: @pellenino @letsgetit_Nas smh yall some bully's""#imdonetho"
103164758718545920,328134474,n,,,,,,
105053640535969792,34643685,n,,,,,,@matheusfinger @jackmassalai EU VO CONTA PRA MINHA MÃE QUE VOCÊS TÃO DE BULLYING COMIGO
105619401952333824,278522865,n,,,,,,
101995723670831104,242311235,y,report,other,n,reporter,none,"""Rebecca Black bullied out of school""

Well, that's my faith in humanity restored."
102112583921844225,26651671,n,,,,,,Bully is a good movie. A f*cked up movie but still a good movie. Kinda hard to recommend to people. A lil too graphic for some I think.
103477088132149248,283454410,y,self-disclosure,other,n,bully,none,Im 21 and i bully people! Niceee.
105001832992079873,171785324,n,,,,,,
105676049395875840,155586360,n,,,,,,
106225113166385153,134751539,n,,,,,,"@naafly2425 haha, ntar mlh wookie'a yg di bully. Jiaaah, jgn dimasak! Ntar telor'a ga unyu lg (?)"
106491777040654336,352695955,n,,,,,,Wallabies will attempt to bully All Blacks: This could be good. The Wallabies by all reports have been smashing ... http://t.co/IekxxIV
108911585858301952,112832453,y,report,other,n,reporter,none,"""@PRETTYRed_Lips: Bina is being so nice to Jay ! @MRS_MW_BANDS"" awe that's a first lol maybe she's only a bully when I'm around !"
109037735225995264,44995503,y,denial,other,n,bully,none,@MissAdriJay lool i never bully u
105622716379443201,217742834,n,,,,,,
106831998676512768,49797134,n,,,,,,BULLYING É O NOME DISSO
106918962129928192,222230461,n,,,,,,bully ray of impact wrestling worst style ever
107703435943616512,88218860,y,self-disclosure,other,n,victim,none,@HewettNTS don't tell you cause u bully me yesterday.
102026239820316672,237770939,n,,,,,,"Digitando nossa peça de espanhol.. sobre bullying, conscientizar o pessoal.."
102760275157073921,198212413,y,accusation,other,n,accuser,none,
103938172588789761,211486254,y,report,other,n,reporter,none,
105906446163656704,97234677,n,,,,,,@Jasminenxy they still got bully lucky ?
106069296505032705,135043628,n,,,,,,I luv listening to reggae when it rains ( brings the sunshine out of me ) bed room bully
106276431964811264,237706080,n,,,,,,Workplace becomes new schoolyard for bullies: Bullying can be just as big a problem for adults in the workplace... http://t.co/cL5Rc8N
102702735782195200,188366867,y,accusation,other,n,accuser,sadness,
102733446283145216,20466898,y,self-disclosure,other,n,victim,anger,Anyone know where to get legal advice on private university accommodation landlords? I'm sick of being bullied by a lying moron #anger
102877929872175105,63520229,n,,,,,,
104197190620160001,145251899,n,,,,,,
105404680997314562,116914702,n,,,,,,
105418608510906368,193425598,n,,,,,,"To sofrendo Bullying... só pq sou Universitário, ainda mais de ADM, não posso trabalhar em supermercado em função ""abaixo"" do esperado???"
101846204043886592,285930164,n,,,,,,
104353664478617601,79872610,n,,,,,,@Ricky_RoZaizeph no. If they were capable they would be doing it. Stopping the run doesn't take much. They are too small. Getting bullied
105772869757321216,143525584,n,,,,,,@RockstarGames WHERES BULLY 2 ???? AND RDR FOR PC ???? U DONT WANT MY MONEY ROCKSTAR ???
109033942186856448,97717608,y,accusation,other,n,accuser,none,@_Effortlessly you weren't mean my ass you were a bully lol
101426046787788800,54238511,n,,,,,,@eaecampos moda agora é sofrer bullying
103260519498137600,34615914,y,report,physical,n,reporter,none,?@ky_williams14: So I picked laylah up from daycare and they say she's becoming a little bullying?? #notmybaby lol? she did hit Bella lmao!
106680805329350656,42381453,n,,,,,,"@robmanuel 'In light of the situation in Libya, tell us about a time you gave a bullying person such as a despotic boss their comeuppance'"
107354395385135104,61686915,n,,,,,,Hari sabtu jadwalnya nge-bully fans bola (?.???)
107748180023721984,38348667,n,,,,,,
108559427048706048,189862611,n,,,,,,A LUA SOFREU BULLYING? EU NÃO SABIA! MAIS UM MOTIVO PRA COMPRAR A YESTEEN
100386930864308224,118610386,n,,,,,,@AnotherRebel_ estoy acostumbrado al bulling!! Pero no pense que me seguiria al twitter -sarcasmo- xd
101776174384025600,289414356,n,,,,,,"""Você é feia e gorda"" - na frente do praticante de bullying: Longe do praticante de bullying,em casa:... http://tumblr.com/xjq41fsf5r"
104373252113178624,123746419,y,report,other,n,reporter,none,Jeiza know she be getting bullied in school #BeyondScaredStraight
106825259285610496,58844432,n,,,,,,@karolinecg La vem vc fazendo bullying comigo :( Vc abusa de mim só pq gosto de vc mimimi
108576192747155456,54331374,n,,,,,,"I hate getting home and not seeing my earth !! :( 
Got no one to bully.. hit ..crack on.. or laugh at ? @carolinep812"
101328422323757056,120114601,n,,,,,,"Canciones, afiches y cuentos: escolares plantearon cómo combatir el bullying http://t.co/8C6t7kT vía @comunidadpucv"
103304766930681856,78650144,n,,,,,,"Atenção nação TRICOLOR vamos parar de zoar os outros torcedores pois agora é crime! 
Sacanear Vitoria é Bullying;"
106584769562804226,358534167,n,,,,,,Interesting assembly today they went from talking about bullying to the earthquake in japan
107208968664915969,38981233,n,,,,,,ATTN ladies! If your agent is bullying you stand up 4 urself! They make money off you not the other way around! Were gonna shake things up!
107248722550865920,35798217,n,,,,,,"@mari_fbatista ele chama barney, jura? risos eternos eaueau sem bullying, é claro"
108376999936016385,58645689,n,,,,,,http://t.co/F7FPbkD TO RINDO DO BULLYING NO CARECA ASUHUASHUASHUASHUS
107889640257753088,65103214,n,,,,,,
109056194575990784,110309026,n,,,,,,Give your kids the gift of knowledge ? share a book about bullying and how to be a friend. http://t.co/v43vInw
104744726648987648,148514747,n,,,,,,"http://t.co/F7w7deJ venham, aceito bullying tbm"
106480822353276928,166046097,y,self-disclosure,other,n,victim,none,I keep getting bullied which im prettyn sure im gonna end it
